id,name,category,price,stock_qty,description
2760b368-d726-4d61-8ccb-34000290cb38,EIP Apparel Item 33,Apparel,63676.74,186,"Premium apparel product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 33."
24a92459-a3bd-46c2-bf76-8ba722d7ccf6,EIP Books Item 34,Books,16515.61,181,"Premium books product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 34."
dfc12110-9752-4f3b-b27b-fd6c99b0efb7,EIP Sports Item 35,Sports,21186.85,136,"Premium sports product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 35."
2055c45b-dc44-4789-8170-ed823da01366,EIP Electronics Item 36,Electronics,70270.49,349,"Premium electronics product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 36."
342f519f-65a0-4282-88bb-7d63d70f6d24,EIP Furniture Item 37,Furniture,64908.13,311,"Premium furniture product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 37."
ae2883b5-46f3-4ab9-94bc-3ef4b1654aeb,EIP Apparel Item 38,Apparel,63606.34,273,"Premium apparel product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 38."
80edd82f-ef99-414c-9c99-0f94d43fab2d,EIP Books Item 39,Books,72992.94,83,"Premium books product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 39."
42dae079-e0b1-48af-839d-c0bc7c65f869,EIP Sports Item 40,Sports,46386.34,138,"Premium sports product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 40."
7faa6265-84d2-4ab4-8371-d42e23df25cb,EIP Electronics Item 41,Electronics,98954.48,327,"Premium electronics product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 41."
209f504b-dc7b-49a2-be28-c7edf559dd8e,EIP Furniture Item 42,Furniture,68908.75,112,"Premium furniture product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 42."
57625d75-288d-4abc-a848-d88212499b2f,EIP Apparel Item 43,Apparel,68555.04,431,"Premium apparel product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 43."
9f490265-1f03-4bf5-9713-5fb17081921c,EIP Books Item 44,Books,76899.86,28,"Premium books product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 44."
877d60b8-7811-43b0-ba1c-ba2e2950356b,EIP Sports Item 45,Sports,23135.09,16,"Premium sports product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 45."
8fc407d7-36ed-4aaa-8753-a27daca45111,EIP Electronics Item 46,Electronics,80562.07,205,"Premium electronics product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 46."
981ef906-3dcc-4b90-a4fb-8658a333f1f7,EIP Furniture Item 47,Furniture,26992.77,108,"Premium furniture product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 47."
93ba99dc-2ad7-4575-8bf0-e95f9a1af051,EIP Apparel Item 48,Apparel,91338.67,290,"Premium apparel product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 48."
5ba15104-2478-40bc-95cc-bd231b4a1462,EIP Books Item 49,Books,87672.85,161,"Premium books product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 49."
15205dee-fdcf-458b-b519-a8a3ebc3647b,EIP Sports Item 50,Sports,21497.87,255,"Premium sports product by EIP. High quality, reliable, and trusted by thousands of customers across India. Model 50."
